eid	origin	source	name	slot	rarity	groups	mechanic	status	also_seen_in	dupe_count
E0178	catalog	CARD_CATALOG	The Belt		Legendary	stamp;economy;persistence;secret	Exactly one card in the save file holds this stamp at a time; it scores double, and a Belt-challenge boss can take it and it must be won back.			0
E0179	catalog	CARD_CATALOG	The Best Bower		Uncommon	pip;combo	This card counts as every suit for flush evaluation, but not for suit-stacking rules.	Added (added effect that it randomly acts as any prop from the game)		0
E0180	catalog	CARD_CATALOG	The Bishop		Uncommon	skill;freakshow;movement;destruction	May be placed onto any card along an open diagonal, capturing it; blocked by occupied slots between.			0
E0181	catalog	CARD_CATALOG	The Blank		Common	pip;movement;freakshow	This card has no rank or suit: it can stack on anything and anything can stack on it, but it never melds and scores 0.	Added		0
E0182	catalog	CARD_CATALOG	The Blockhead		Common	skill;Escape Artist;prop;protection	Absorbs one Knife prop per show, banking it as flat points instead of being hit.			0
E0183	catalog	CARD_CATALOG	The Booking		Uncommon	rule;gamble;economy	Declares a goal/term for the show (e.g. score X with no Knife melds); fulfilling it grants bonus fame, missing it triggers a worse penalty.			0
E0184	catalog	CARD_CATALOG	The Boot Code		Rare	skill;Special Effects;secret;combo	Passes a buff down its row card-to-card without triggering, invisible to effects that count or punish triggers.			0
E0185	catalog	CARD_CATALOG	The Bullet Catch		Legendary	skill;Magician;gamble;destruction	When scored in the Spotlight, scores 10x rank, but has a seeded 1-in-13 chance of being destroyed instead.		designdocs	1
E0186	catalog	CARD_CATALOG	The Butoh Walker		Rare	skill;Dancer;movement;growth	Moves one slot automatically every other turn; every slot it leaves permanently grants bonus points to the next card scored there.			0
E0187	catalog	CARD_CATALOG	The Butterfly Trick		Common	skill;Magician;token;movement	Cue: create two rank-1 paper-token cards of any suit that drift down one chosen column, one row per Next.			0
E0188	catalog	CARD_CATALOG	The Calliope		Uncommon	skill;Special Effects;combo	Gains +1 combo for every different class that scored this act.			0
E0189	catalog	CARD_CATALOG	The Calm Voice		Rare	skill;Magician;protection;economy	Once per run, negate a disaster event or boss effect and gain fame equal to its severity instead.			0
E0190	catalog	CARD_CATALOG	The Candy Butcher		Uncommon	skill;Concessions;economy;token	Whenever a full 5-card row meld scores, mints one Ticket Stub to the deck.			0
E0191	catalog	CARD_CATALOG	The Cannon King		Epic	leader;prop;combo	Leader: Fireworks-suit cards may score directly from the Grand Entrance without entering the board.			0
E0192	catalog	CARD_CATALOG	The Capoeirista		Rare	skill;Escape Artist;Dancer;secret	Registered as a Dancer but functions as an Escape Artist; town bans on Escape Artist-type acts still let it perform.			0
E0193	catalog	CARD_CATALOG	The Card Index		Rare	skill;Magician;deck-manip	Cue, once per show: search the draw deck for any card and put it into the Grand Entrance.			0
E0194	catalog	CARD_CATALOG	The Castell		Epic	skill;Dancer;Acrobat;formation;gamble	Formation: a stack of 6+ cards topped by the lowest-ranked card pays a large bonus at scoring; if the stack is broken by a hazard first, lose double the bonus instead.			0
E0195	catalog	CARD_CATALOG	The Charivari		Uncommon	skill;Dancer;Clown;formation;combo	If 4 or more cards are placed into the board on the first turn of a show, gain bonus multiplier on the first act's payout.			0
E0196	catalog	CARD_CATALOG	The Cheap Pop		Common	skill;Producer;economy	When scored, grants a small bonus fame in every town.			0
E0197	catalog	CARD_CATALOG	The Claque		Rare	consumable;economy;gamble	Consumable: raises this show's fame floor to 60% of goal, but costs 1 Gold at every subsequent show forever.			0
E0198	catalog	CARD_CATALOG	The Cliffhanger		Rare	skill;Fortune Teller;gamble;economy	Cue at show end: the next town's goal drops 30%, but this card must score in that show or lose double the discount as fame.			0
E0199	catalog	CARD_CATALOG	The Clock Hang		Rare	skill;Acrobat;gamble;spotlight	May be placed half-off the board past the last column; while hanging it is double-spotlit (its skill fires twice), but any board-shift effect discards it.			0
E0200	catalog	CARD_CATALOG	The Comedic Drop		Uncommon	skill;Clown;discard;gamble	Cue: discard this card mid-show for a bonus larger than scoring it would have paid.		designdocs	1
E0201	catalog	CARD_CATALOG	The Conductor		Rare	skill;meta-effect;combo;deck-manip	All on-Next effects are held each turn and fire together at Submit instead, in a chosen order.			0
E0202	catalog	CARD_CATALOG	The Conjuror		Epic	leader;token;deck-manip	Leader: once per turn, produce a rank-1 token card of any suit into the Entrance.			0
E0203	catalog	CARD_CATALOG	The Contagion		Uncommon	skill;meta-effect;status;formation	Each Next, every status on this card's neighbors copies one card further outward, with merge-by-class capping the counts.			0
E0204	catalog	CARD_CATALOG	The Contortionist		Rare	skill;Acrobat;formation;movement	May share one board slot with another card; both cards count in melds.			0
E0205	catalog	CARD_CATALOG	The Contrary		Rare	rule;combo;random	Descending runs count as ascending, and the worst poker hand scores instead of the best, on each row.		designdocs	1
E0206	catalog	CARD_CATALOG	The Convention		Legendary	skill;meta-effect;rule;meta	Enact one new law chosen from a fixed slate of three (e.g. runs wrap King-to-Ace, 4-card poker hands score, discards feed 10% of rank as points); it becomes a permanent rule card for the rest of the run.			0
E0207	catalog	CARD_CATALOG	The Cooler		Rare	consumable;deck-manip;secret	Consumable, once per run: replaces the remaining draw deck with a copy in a chosen order.			0
E0208	catalog	CARD_CATALOG	The Costume Fitting		Common	skill;Costume Designer;collection	On show start, copies the stamp of one adjacent card for the duration of the show.			0
E0209	catalog	CARD_CATALOG	The Costumier		Epic	leader;collection	Leader: all your cards may hold 2 stamps.			0
E0210	catalog	CARD_CATALOG	The Courier		Epic	skill;Acrobat;formation;combo	While spotlit, this card counts as a member of both its own column's and the adjacent column's melds.			0
E0211	catalog	CARD_CATALOG	The Critic		Rare	skill;meta-effect;combo;gamble	After each act, the effect that triggered most is silenced for the next act; any effect that triggered exactly once scores a bonus.			0
E0212	catalog	CARD_CATALOG	The Crowd Surf		Rare	skill;Acrobat;gamble;movement	Cue: pass this card across the tops of all columns to the far edge, scoring bonus points per column crossed; if any crossed column is empty, this card is discarded instead.			0
E0213	catalog	CARD_CATALOG	The Cue Card		Common	skill;meta-effect;combo;charges	Cue: manually fire one adjacent card's trigger hook exactly as if the game had triggered it, including combo credit and stamps.			0
E0214	catalog	CARD_CATALOG	The Dalang		Legendary	leader;info;combo	Leader: while in play, the player chooses the trigger order of all card effects each scoring pass.		designdocs	1
E0215	catalog	CARD_CATALOG	The Designated Loser		Common	hazard;gamble;secret	A boss show with a trivial goal that is normally always won, but has a hidden seeded 1-in-1000 chance the goal silently triples mid-show.			0
E0216	catalog	CARD_CATALOG	The Digesting Duck		Uncommon	skill;Animal Trainer;Magician;deck-manip	Consumes cards dropped on it like Gluttony, but secretly stores them; cue to return any one stored card to the Entrance.			0
E0217	catalog	CARD_CATALOG	The Discoverie		Rare	consumable;info;secret	Consumable, 3 uses: reveals every Gaff/fake in play (yours, the shop's, the town's); banned (a crime event) in pious towns.			0
E0218	catalog	CARD_CATALOG	The Double		Uncommon	skill;Escape Artist;protection	Assign a 'star' card at show start; the first destruction or debuff aimed at the star hits this card instead.			0
E0219	catalog	CARD_CATALOG	The Dragoman		Uncommon	skill;meta-effect;discard;deck-manip	Choose a card: its on-score effects also fire when it is discarded.			0
E0220	catalog	CARD_CATALOG	The Dragon Meld		Rare	skill;Dancer;formation;movement	When a run of 4+ scores while this card is in it, that run can be relocated as a unit anywhere on the board once, next turn.			0
E0221	catalog	CARD_CATALOG	The Dramaturg		Epic	skill;meta-effect;combo;gamble	Rewrites one card's combo identity so each of its triggers registers a fresh combo key every time this act, instead of only on first activation.			0
E0222	catalog	CARD_CATALOG	The Drone Swarm		Epic	skill;Special Effects;formation;combo	Cue, once per show: re-triggers any formation bonus already scored this run, paying it again without needing the cards.			0
E0223	catalog	CARD_CATALOG	The Dubplate		Rare	skill;Producer;collection;event-granted;secret	Event-forged unique card created for this save file, assembled from the two effects scored most this run.			0
E0224	catalog	CARD_CATALOG	The Dzhigit's Pickup		Uncommon	skill;Acrobat;movement;deck-manip	During Next, once armed by cue, intercepts one falling card as it drops and redirects it to any column.			0
E0225	catalog	CARD_CATALOG	The Egg Bag		Uncommon	skill;Magician;deck-manip;discard	Cue while spotlit: stash the top discard inside this card; when this card scores, the stashed card returns to the Grand Entrance.			0
E0226	catalog	CARD_CATALOG	The Egress		Uncommon	skill;Producer;discard;economy	Cue: send any board card to the discard, gaining 1 Ticket Stub.		designdocs	1
E0227	catalog	CARD_CATALOG	The Encore		Rare	stamp;gamble;combo	If this card's skill triggered this show, there is a seeded 50% chance it triggers once more at show end.		designdocs	1
E0228	catalog	CARD_CATALOG	The Engineer		Epic	leader;gamble;economy	Leader: gamble-tagged cards cost 1 less to acquire and their destruction odds are halved.			0
E0229	catalog	CARD_CATALOG	The Equestrian		Epic	leader;formation;combo	Leader: melds scored entirely within rows 1-5 get bonus multiplier.			0
E0230	catalog	CARD_CATALOG	The Escape Map		Uncommon	skill;Escape Artist;info;discard;meta	When discarded, reveals part of the world map's fog of war.		designdocs	1
E0231	catalog	CARD_CATALOG	The Escapologist		Epic	leader;protection;meta	Leader: free undo becomes 2 per turn, and all debuffs on your cards expire one show sooner.		designdocs	1
E0232	catalog	CARD_CATALOG	The Exchange Rate		Uncommon	skill;meta-effect;combo;economy	At act end, cue to convert unused combo above 3 into flat points at a fixed rate, or spend points to pre-register +1 combo for the next act.			0
E0233	catalog	CARD_CATALOG	The Fadista		Rare	skill;Dancer;destruction;persistence	Scores bonus points per card destroyed or lost this run.		designdocs	1
E0234	catalog	CARD_CATALOG	The Falling Wall		Epic	hazard;destruction;formation	Boss attack, telegraphed one turn ahead: destroys an entire column except one exact row slot.		designdocs	1
E0235	catalog	CARD_CATALOG	The Fanchant		Rare	skill;Special Effects;combo	After all scoring resolves, each meld that raised the act's combo pays again at 25%.			0
E0236	catalog	CARD_CATALOG	The Fifteen		Uncommon	pip;combo;Special Effects	This card also melds with any adjacent neighbors whose ranks sum to 15 with it.	Added (made into talent)		0
E0237	catalog	CARD_CATALOG	The Fire Breather		Rare	skill;Escape Artist;status;prop	Cue: apply Burning to every card in this card's entire row; this card becomes Exhausted.			0
E0238	catalog	CARD_CATALOG	The Fire-Knife		Rare	pip;prop;status;combo	This card is fixed dual-suit Knives and Flames: knife props fly the row while Burning status drops down the column.	vetoed (already have fire and knives)		0
E0239	catalog	CARD_CATALOG	The Fire Marshal		Uncommon	hazard;prop;status	Town hazard: Flames-suit cards cannot score, and any Flames card in the deck is treated as Wax type this show.			0
E0240	catalog	CARD_CATALOG	The Forged Ace		Legendary	pip;gamble;event-granted;secret	This card has an enormous rank that counts as two Aces in melds; if any inspection effect examines it, it is destroyed and the show's fame payout is voided.	Vetoed (??? wtf is this)		0
E0241	catalog	CARD_CATALOG	The Forty-Two		Legendary	rule;secret;combo	Hidden rule: when a row's score plus its column's score totals exactly 42, the act's combo gains +3.			0
E0242	catalog	CARD_CATALOG	The Fourth Wall		Epic	skill;meta-effect;movement;gamble	Once per act, during scoring resolution, pauses the show to allow one grab/place before resolution continues.			0
E0243	catalog	CARD_CATALOG	The Gentled Beast		Uncommon	skill;Animal Trainer;growth;protection	Cards dropped on this card are not consumed but returned to the column below it; each one permanently adds +1 to this card's score bonus.			0
E0244	catalog	CARD_CATALOG	The Ghost Writer		Rare	skill;meta-effect;token;growth	Each show start, writes a temporary skill (a copy of an effect that fired last show) onto one blank/prop card; it fades at show end.			0
