id,name,status,approved_effect,slot,class,family,class_group,variant,was_recommended,answer_state,owner_note,one_line_summary,provenance,option_a,option_b,option_c
Q0083,Mahjong hand check across ring,unanswered,,rule,B1,B - Melds — what counts as a hand,B1 - New meld types,,,,,Mahjong hands across a grid,gam draft.txt:1279,A grid holding four triplets and a pair across its rows or its columns scores as a mahjong hand,"A grid holding four triplets and a pair scores as a mahjong hand, replacing its poker scoring",Any grid satisfying one of a set of named mahjong hands scores that hand as a bonus meld
Q0084,Many Have Lost Their Minds Comprehending This Joker,unanswered,,rule,B1,B - Melds — what counts as a hand,B1 - New meld types,,,,,A hand made of the entire deck,cryptid,A hand consisting of every card in the deck at once scores an absurd amount,A hand consisting of every card on the board at once scores an absurd amount,"A hand consisting of every card in the deck scores absurdly, and is the only way to win that show"
Q0085,None,unanswered,,rule,B1,B - Melds — what counts as a hand,B1 - New meld types,,,,,A hand of no cards at all,cryptid,"An empty line scores as its own meld, worth nothing but counting as a hand","An empty line scores as its own meld, and pays out if it is the only hand of the act","An empty line counts as a hand, and every empty line on the board raises the act's combo"
Q0086,Pyramid entrance-match removal,unanswered,,rule,B1,B - Melds — what counts as a hand,B1 - New meld types,,,,,Match the Entrance card to clear,gam draft.txt:1421,A grid card may be removed if it matches the current Entrance card by one rank up or down,A grid card may be removed if it matches the current Entrance card in rank or in suit,A grid card may be removed if it matches the Entrance card by rank; doing so scores both
Q0087,Pyramid pair-removal rule,unanswered,,rule,B1,B - Melds — what counts as a hand,B1 - New meld types,,,,,Pairs that add to thirteen,gam draft.txt:1420,Two cards whose ranks sum to 13 may be removed together for a bonus,"Two cards whose ranks sum to 13, or which match, may be removed together for a bonus","Two cards summing to 13 may be removed and score as a meld, freeing their cells"
Q0088,Rummy meld types,unanswered,,rule,B1,B - Melds — what counts as a hand,B1 - New meld types,,,,,"Runs and sets, rummy style",gam draft.txt:1325,"Three or more same-suit consecutive cards, or three to four of the same rank, score as melds","Three or more same-suit consecutive cards score as melds, but same-rank sets do not",Rummy melds score alongside poker hands rather than replacing them
Q0089,Sets-of-3 rank boost (Risk),unanswered,,rule,B1,B - Melds — what counts as a hand,B1 - New meld types,,,,,Sets of three do something,gam draft.txt:1433,"Any three matching cards on the grid trigger an effect, such as raising their ranks",Any three matching cards on the grid may be cashed in for an effect you choose from three,"Any three matching cards trigger an effect, and the effect improves the more sets you have cashed"
Q0090,The Fifteen,unanswered,,skill,B1,B - Melds — what counts as a hand,B1 - New meld types,,,,,This card also melds with any adjacent neighbors whose ranks sum to 15 with it,CARD_CATALOG,Also melds with any adjacent neighbours whose ranks sum to 15 with it,Also melds with any set of cards in its line whose ranks sum to 15 with it,Also melds with any adjacent neighbours whose ranks sum to a target that changes each show
Q0091,The Triple,unanswered,,skill,B1,B - Melds — what counts as a hand,B1 - New meld types,,,,,A short run pays out,CARD_CATALOG,"If this card completes a run of exactly three cards assembled that turn, that run scores triple","If this card completes a run of exactly three cards, that run scores triple; runs of four or more score nothing","Any run of exactly three cards scores as a full meld in its own right, whoever completes it"
Q0092,Ultimate Pair,unanswered,,rule,B1,B - Melds — what counts as a hand,B1 - New meld types,,,,,"Two pairs, each in its own suit",cryptid,"A new hand: two two-pairs, each one entirely within a single suit, across two suits","A new hand: two two-pairs each within a single suit, and it outranks a full house","A new hand: any two melds each confined to one suit, across two different suits"
Q0093,Four Fingers,unanswered,,rule,B2,B - Melds — what counts as a hand,B2 - Meld leniency,,,,,Four is enough,balatro,Flushes and straights may be completed with four cards instead of five,Flushes may be completed with four cards; straights still need five,"Any meld may be completed one card short, at three quarters of its value"
Q0094,Paved Joker,unanswered,,skill,B2,B - Melds — what counts as a hand,B2 - Meld leniency,,,,,Blanks plug the gaps,cryptid,Rankless cards may fill single-rank gaps in straights and flushes,Rankless cards may fill any number of gaps in straights and flushes,"Rankless cards may fill gaps, and each one used raises the line's score"
Q0095,Shortcut,unanswered,,rule,B2,B - Melds — what counts as a hand,B2 - Meld leniency,,,,,Straights can skip,balatro,Straights may be completed with gaps of one rank,"Straights may be completed with gaps of one rank, at three quarters value","Straights may be completed with gaps of one rank, and gaps of two if the line is otherwise a flush"
Q0096,The Red Wagon,unanswered,,skill,B2,B - Melds — what counts as a hand,B2 - Meld leniency,,,,,Money counts as anything,CARD_CATALOG,"While spotlit, every Gold token in the deck counts as a wildcard toward any column run","While spotlit, every Gold token on the grid counts as a wildcard toward any line at all","While spotlit, every token card of any kind counts as a wildcard toward any line"
Q0097,The Eye,unanswered,,rule,B3,B - Melds — what counts as a hand,B3 - Meld denial,,,,,Boss: no hand type twice,balatro,Boss: no hand type may be scored more than once in a show,Boss: no hand type may be scored more than once per act,"Boss: no hand type may be scored twice in a row, but may return later"
Q0098,The Mouth,unanswered,,rule,B3,B - Melds — what counts as a hand,B3 - Meld denial,,,,,Boss: only one hand type all show,balatro,"Boss: only one hand type may be scored for the whole show, fixed by the first line you complete","Boss: only one hand type may be scored, named by the boss before the show starts","Boss: only one hand type may be scored, and you choose it before seeing your Entrance"
Q0099,Calculation Solitaire looping stacks,unanswered,,rule,B4,B - Melds — what counts as a hand,B4 - Rank wrap / equivalence,,,,,Piles that count by their own number,gam draft.txt:1201,"Foundation stacks build in increments of their own base number, wrapping past King","Foundation stacks build in increments of their base number without wrapping, ending at King","Each column builds in increments of its own index, so column 3 stacks in threes"
Q0100,Fan Tan foundation-build rule,unanswered,,rule,B4,B - Melds — what counts as a hand,B4 - Rank wrap / equivalence,,,,,Sevens are the foundation,gam draft.txt:1351,"Sevens are foundations, extended only by a same-suit card one rank higher or lower","Sevens are foundations extended by any suit, one rank higher or lower","One rank named at run start becomes the foundation, extended by same-suit neighbours in rank"
Q0101,Spite and Malice communal foundations,unanswered,,rule,B4,B - Melds — what counts as a hand,B4 - Rank wrap / equivalence,,,,,"Communal foundations, kings wild",gam draft.txt:1290,"Up to four shared foundations build from 1 to Queen regardless of suit, with kings wild; a completed foundation is set aside and replaced","Up to four shared foundations build from 1 to Queen regardless of suit, and completing one scores it as a meld","One shared foundation builds 1 to Queen with kings wild, and completing it scores the whole run at once"
Q0102,The Forged Ace,unanswered,,rank,B4,B - Melds — what counts as a hand,B4 - Rank wrap / equivalence,,,,,"This card has an enormous rank that counts as two Aces in melds; if any inspection effect examines it, it is destroyed and the show's fame payout is voided",CARD_CATALOG,An enormous rank counting as two Aces in melds; any inspection effect that examines it destroys it and voids the show's payout,An enormous rank counting as two Aces in melds; being inspected destroys it but the payout survives,"An enormous rank counting as two Aces; each show it survives without being inspected, its rank grows"
Q0103,The Headliner,unanswered,,rank,B4,B - Melds — what counts as a hand,B4 - Rank wrap / equivalence,,,,,"Aces are renamed and count as either rank 1 or rank 14 in runs, whichever is more favorable, decided at evaluation time",CARD_CATALOG,"Aces count as either rank 1 or rank 14 in runs, whichever helps, decided when the line is read","Aces count as either 1 or 14 in runs and in melds, whichever helps","Every rank may count as one higher or one lower when a run is read, decided per line"
